100	1.1301040649414062e-05
200	2.2411346435546875e-05
300	3.3807754516601565e-05
400	4.594326019287109e-05
500	5.8746337890625e-05
600	7.152557373046875e-05
700	8.399486541748047e-05
800	9.675025939941407e-05
900	0.00010972023010253906
1000	0.0001220703125
